time,week,start,highest,lowest,end,rose,amp,vol,
2013-03-08,五,16650,16750,16511,16720,0.66%,1.44%,2,484
2013-03-11,一,16678,16852,16530,16850,0.78%,1.93%,3,186
2013-03-12,二,16875,17088,16747,17003,0.91%,2.02%,3,601
2013-03-13,三,17000,17167,16935,16970,-0.19%,1.36%,2,255
2013-03-14,四,16997,17244,16881,17191,1.30%,2.14%,3,092
2013-03-15,五,17185,17340,16891,16940,-1.46%,2.61%,3,826
2013-03-18,一,16867,16867,16525,16628,-1.84%,2.02%,5,255
2013-03-19,二,16625,16693,16528,16625,-0.02%,0.99%,1,207
2013-03-20,三,16601,16870,16567,16815,1.14%,1.82%,2,758
2013-03-21,四,16815,16975,16771,16862,0.28%,1.21%,2,915
2013-03-22,五,16900,17209,16780,17122,1.54%,2.54%,3,326
2013-03-25,一,17140,17210,16880,16960,-0.95%,1.93%,2,051
2013-03-26,二,16987,17134,16751,16805,-0.91%,2.26%,2,440
2013-03-27,三,16847,16896,16635,16880,0.45%,1.55%,2,412
2013-03-28,四,16875,16875,16580,16688,-1.14%,1.75%,2,959
2013-04-02,二,16604,16660,16244,16380,-1.85%,2.49%,5,508
2013-04-03,三,16380,16382,16030,16040,-2.08%,2.15%,4,166
2013-04-04,四,16060,16250,15980,16122,0.51%,1.68%,3,730
2013-04-05,五,16075,16245,15968,16040,-0.51%,1.72%,2,404
2013-04-08,一,15975,16282,15975,16137,0.60%,1.91%,2,361
2013-04-09,二,16145,16275,16123,16234,0.60%,0.94%,2,210
2013-04-10,三,16205,16345,16058,16114,-0.74%,1.77%,2,322
2013-04-11,四,16100,16261,16030,16220,0.66%,1.43%,2,741
2013-04-12,五,16249,16250,15835,15856,-2.24%,2.56%,4,023
2013-04-15,一,15850,15879,15396,15720,-0.86%,3.05%,6,522
2013-04-16,二,15680,15910,15350,15760,0.25%,3.56%,4,724
2013-04-17,三,15750,15815,15360,15403,-2.27%,2.89%,3,557
2013-04-18,四,15350,15575,15180,15554,0.98%,2.56%,3,896
2013-04-19,五,15575,15575,15176,15177,-2.42%,2.57%,3,482
2013-04-22,一,15175,15368,15092,15301,0.82%,1.82%,2,746
2013-04-23,二,15275,15277,15100,15107,-1.27%,1.16%,3,482
2013-04-24,三,15075,15312,15075,15250,0.95%,1.57%,3,075
2013-04-25,四,15299,15568,15182,15450,1.31%,2.53%,4,228
2013-04-26,五,15496,15541,15181,15192,-1.67%,2.33%,2,942
2013-04-29,一,15200,15500,15181,15470,1.83%,2.10%,2,440
2013-04-30,二,15438,15500,15201,15364,-0.69%,1.93%,3,519
2013-05-01,三,15300,15315,14743,14760,-3.93%,3.72%,5,369
2013-05-02,四,14750,14930,14609,14740,-0.14%,2.17%,4,538
2013-05-03,五,14800,15210,14770,15169,2.91%,2.99%,4,454
2013-05-07,二,15184,15200,14940,15200,0.20%,1.71%,3,274
2013-05-08,三,15162,15560,15125,15402,1.33%,2.86%,3,738
2013-05-09,四,15402,15522,15289,15387,-0.10%,1.51%,3,101
2013-05-10,五,15283,15457,15239,15453,0.43%,1.42%,2,734
2013-05-13,一,15440,15510,15275,15345,-0.70%,1.52%,2,387
2013-05-14,二,15340,15390,15101,15124,-1.44%,1.88%,2,793
2013-05-15,三,15147,15188,14828,14896,-1.51%,2.38%,2,997
2013-05-16,四,14900,15000,14815,14881,-0.10%,1.24%,2,678
2013-05-17,五,14888,15000,14821,14830,-0.34%,1.20%,2,956
2013-05-20,一,14820,15131,14750,15070,1.62%,2.57%,1,575
2013-05-22,三,15049,15339,15046,15163,0.62%,1.94%,3,936
2013-05-23,四,15124,15125,14795,14940,-1.47%,2.18%,3,175
2013-05-24,五,14900,14960,14758,14814,-0.84%,1.35%,2,231
2013-05-28,二,14805,14910,14736,14876,0.42%,1.17%,2,239
2013-05-29,三,14876,14907,14791,14810,-0.44%,0.78%,2,165
2013-05-30,四,14780,14878,14750,14790,-0.14%,0.86%,2,854
2013-05-31,五,14845,14868,14561,14829,0.26%,2.08%,3,934
2013-06-03,一,14823,15600,14820,15151,2.17%,5.26%,5,215
2013-06-04,二,15185,15328,15100,15241,0.59%,1.50%,3,048
2013-06-05,三,15280,15444,15150,15190,-0.33%,1.93%,3,284
2013-06-06,四,15200,15220,15000,15050,-0.92%,1.45%,2,986
2013-06-07,五,15080,15200,14975,14991,-0.39%,1.50%,2,840
2013-06-10,一,14975,15021,14820,14890,-0.67%,1.34%,1,914
2013-06-11,二,14820,14950,14460,14482,-2.74%,3.29%,4,560
2013-06-12,三,14525,14525,14260,14261,-1.53%,1.83%,4,488
2013-06-13,四,14320,14390,14055,14110,-1.06%,2.35%,4,450
2013-06-14,五,14125,14380,14052,14294,1.30%,2.32%,2,857
2013-06-17,一,14345,14400,14170,14211,-0.58%,1.61%,2,119
2013-06-18,二,14289,14289,14037,14131,-0.56%,1.77%,2,687
2013-06-19,三,14100,14275,14050,14235,0.74%,1.59%,2,598
2013-06-20,四,14100,14100,13700,13703,-3.74%,2.81%,4,220
2013-06-21,五,13699,14100,13630,14086,2.80%,3.43%,3,850
2013-06-24,一,14050,14050,13625,13660,-3.02%,3.02%,3,917
2013-06-25,二,13666,14037,13525,13900,1.76%,3.75%,4,150
2013-06-26,三,13900,13949,13550,13630,-1.94%,2.87%,4,010
2013-06-27,四,13629,13900,13618,13827,1.45%,2.07%,2,956
2013-06-28,五,13812,13930,13709,13737,-0.65%,1.60%,3,434
2013-07-01,一,13750,14048,13700,13980,1.77%,2.53%,3,631
2013-07-02,二,14000,14120,13910,14000,0.14%,1.50%,2,833
2013-07-03,三,14018,14022,13854,13866,-0.96%,1.20%,2,232
2013-07-04,四,13840,13910,13740,13817,-0.35%,1.23%,1,443
2013-07-05,五,13870,13870,13298,13310,-3.67%,4.14%,4,339
2013-07-08,一,13320,13475,13300,13444,1.01%,1.31%,2,513
2013-07-09,二,13425,13517,13205,13425,-0.14%,2.32%,3,126
2013-07-10,三,13450,13715,13299,13611,1.39%,3.10%,2,896
2013-07-11,四,13700,13863,13549,13642,0.23%,2.31%,3,139
2013-07-12,五,13700,13835,13558,13755,0.83%,2.03%,1,992
2013-07-15,一,13620,13830,13455,13540,-1.56%,2.73%,3,092
2013-07-16,二,13500,13782,13485,13762,1.64%,2.19%,2,866
2013-07-17,三,13785,14100,13715,13958,1.42%,2.80%,5,185
2013-07-18,四,13980,14040,13825,14026,0.49%,1.54%,2,581
2013-07-19,五,13989,14219,13905,14180,1.10%,2.24%,3,431
2013-07-22,一,14209,14320,14066,14125,-0.39%,1.79%,3,442
2013-07-23,二,14128,14185,14035,14130,0.04%,1.06%,2,582
2013-07-24,三,14115,14362,14025,14322,1.36%,2.38%,3,437
2013-07-25,四,14325,14335,14117,14157,-1.15%,1.52%,2,589
2013-07-26,五,14150,14205,13820,13843,-2.22%,2.72%,2,876
2013-07-29,一,13850,13900,13693,13716,-0.92%,1.50%,2,059
2013-07-30,二,13711,13770,13460,13587,-0.94%,2.26%,4,017
2013-07-31,三,13560,13909,13475,13850,1.94%,3.19%,3,095
2013-08-01,四,14000,14060,13810,13890,0.29%,1.81%,3,616
2013-08-02,五,13880,14050,13800,13976,0.62%,1.80%,2,565
2013-08-05,一,13917,14011,13825,13871,-0.75%,1.33%,1,639
2013-08-06,二,13850,13994,13730,13774,-0.70%,1.90%,2,092
2013-08-07,三,13750,14012,13640,14012,1.73%,2.70%,2,973
2013-08-08,四,14025,14475,14005,14306,2.10%,3.35%,5,026
2013-08-09,五,14298,14750,14240,14716,2.87%,3.56%,4,686
2013-08-12,一,14710,14940,14650,14735,0.13%,1.97%,4,490
2013-08-13,二,14750,14930,14676,14757,0.15%,1.72%,3,631
2013-08-14,三,14732,14894,14690,14860,0.70%,1.38%,2,090
2013-08-15,四,14850,14850,14585,14790,-0.47%,1.78%,2,646
2013-08-16,五,14790,14975,14700,14879,0.60%,1.86%,3,887
2013-08-19,一,14930,14930,14682,14796,-0.56%,1.67%,2,202
2013-08-20,二,14838,14838,14615,14735,-0.41%,1.51%,2,099
2013-08-21,三,14725,14753,14352,14388,-2.35%,2.72%,2,940
2013-08-22,四,14351,14654,14350,14407,0.13%,2.11%,2,957
2013-08-23,五,14433,14580,14319,14535,0.89%,1.81%,2,198
2013-08-26,一,14433,14580,14319,14535,0.00%,1.80%,0
2013-08-27,二,14485,14567,14360,14425,-0.76%,1.42%,2,484
2013-08-28,三,14478,14500,14200,14224,-1.39%,2.08%,3,789
2013-08-29,四,14200,14269,14010,14105,-0.84%,1.82%,3,208
2013-08-30,五,14086,14086,13750,13789,-2.24%,2.38%,4,125
2013-09-02,一,13800,13945,13750,13780,-0.07%,1.41%,2,590
2013-09-03,二,13776,13800,13640,13770,-0.07%,1.16%,2,807
2013-09-04,三,13701,13750,13600,13670,-0.73%,1.09%,2,768
2013-09-05,四,13700,13850,13614,13827,1.15%,1.73%,2,881
2013-09-06,五,13848,14084,13780,13930,0.74%,2.20%,3,342
2013-09-09,一,14070,14070,13826,13940,0.07%,1.75%,2,225
2013-09-10,二,13935,13935,13661,13690,-1.79%,1.97%,2,524
2013-09-11,三,13680,13849,13680,13778,0.64%,1.23%,2,217
2013-09-12,四,13800,13841,13630,13833,0.40%,1.53%,2,648
2013-09-13,五,13835,13875,13630,13847,0.10%,1.77%,2,949
2013-09-16,一,13890,13930,13810,13920,0.53%,0.87%,2,132
2013-09-17,二,13900,13900,13761,13820,-0.72%,1.00%,1,752
2013-09-18,三,13828,14044,13795,13991,1.24%,1.80%,2,796
2013-09-19,四,14025,14405,14001,14369,2.70%,2.89%,4,559
2013-09-20,五,14357,14390,13950,14033,-2.34%,3.06%,3,587
2013-09-23,一,13958,14003,13847,13950,-0.59%,1.11%,2,168
2013-09-24,二,13963,13963,13700,13770,-1.29%,1.89%,2,832
2013-09-25,三,13750,13859,13720,13828,0.42%,1.01%,1,915
2013-09-26,四,13790,13980,13782,13810,-0.13%,1.43%,2,022
2013-09-27,五,13781,14030,13781,13961,1.09%,1.80%,2,148
2013-09-30,一,13949,14068,13898,13908,-0.38%,1.22%,2,417
2013-10-01,二,13900,14024,13735,13751,-1.13%,2.08%,2,923
2013-10-02,三,13750,13846,13568,13800,0.36%,2.02%,3,183
2013-10-03,四,13780,13911,13525,13555,-1.78%,2.80%,3,284
2013-10-04,五,13550,13987,13537,13949,2.91%,3.32%,4,184
2013-10-07,一,13940,14071,13818,13898,-0.37%,1.81%,2,686
2013-10-08,二,13960,14000,13845,13880,-0.13%,1.12%,1,923
2013-10-09,三,13837,13934,13660,13690,-1.37%,1.97%,1,971
2013-10-10,四,13678,13861,13651,13752,0.45%,1.53%,2,341
2013-10-11,五,13723,13980,13723,13907,1.13%,1.87%,2,785
2013-10-14,一,13831,14095,13815,14020,0.81%,2.01%,3,566
2013-10-15,二,14006,14119,13915,13990,-0.21%,1.46%,2,952
2013-10-16,三,13950,14110,13825,14065,0.54%,2.04%,3,017
2013-10-17,四,14067,14119,13947,13983,-0.58%,1.22%,2,591
2013-10-18,五,14025,14250,14000,14210,1.62%,1.79%,4,029
2013-10-21,一,14193,14500,14183,14450,1.69%,2.23%,4,522
2013-10-22,二,14450,14880,14442,14800,2.42%,3.03%,7,453
2013-10-23,三,14825,14846,14506,14523,-1.87%,2.30%,5,765
2013-10-24,四,14525,14689,14439,14689,1.14%,1.72%,3,967
2013-10-25,五,14695,14695,14450,14533,-1.06%,1.67%,3,132
2013-10-28,一,14550,14686,14510,14552,0.13%,1.21%,2,151
2013-10-29,二,14567,14650,14531,14570,0.12%,0.82%,1,780
2013-10-30,三,14575,14775,14570,14650,0.55%,1.41%,2,794
2013-10-31,四,14650,14678,14533,14620,-0.20%,0.99%,2,696
2013-11-01,五,14615,14700,14486,14530,-0.62%,1.46%,2,489
2013-11-04,一,14567,14567,14304,14315,-1.48%,1.81%,2,888
2013-11-05,二,14369,14404,14300,14350,0.24%,0.73%,2,682
2013-11-06,三,14315,14400,14059,14140,-1.46%,2.38%,2,997
2013-11-07,四,14140,14149,13901,14040,-0.71%,1.75%,4,443
2013-11-08,五,14001,14098,13880,13899,-1.00%,1.55%,3,662
2013-11-11,一,13950,13961,13751,13798,-0.73%,1.51%,4,114
2013-11-12,二,13795,13817,13606,13661,-0.99%,1.53%,5,255
2013-11-13,三,13745,13830,13584,13783,0.89%,1.80%,4,296
2013-11-14,四,13761,13855,13633,13700,-0.60%,1.61%,3,903
2013-11-15,五,13700,13835,13677,13813,0.82%,1.15%,3,687
2013-11-18,一,13820,13821,13580,13614,-1.44%,1.74%,3,340
2013-11-19,二,13579,13722,13579,13630,0.12%,1.05%,3,036
2013-11-20,三,13652,13705,13535,13536,-0.69%,1.25%,3,190
2013-11-21,四,13531,13576,13405,13500,-0.27%,1.26%,3,771
2013-11-22,五,13494,13571,13451,13512,0.09%,0.89%,3,642
2013-11-25,一,13550,13583,13465,13532,0.15%,0.87%,1,815
2013-11-26,二,13525,13564,13405,13441,-0.67%,1.17%,2,519
2013-11-27,三,13455,13519,13274,13325,-0.86%,1.82%,3,282
2013-11-28,四,13340,13430,13280,13425,0.75%,1.13%,2,183
2013-11-29,五,13410,13646,13350,13487,0.46%,2.20%,3,066
2013-12-02,一,13501,13548,13382,13512,0.19%,1.23%,2,995
2013-12-03,二,13500,13500,13390,13430,-0.61%,0.81%,2,615
2013-12-04,三,13471,13715,13450,13682,1.88%,1.97%,3,500
2013-12-05,四,13656,13918,13645,13734,0.38%,2.00%,4,306
2013-12-06,五,13753,13875,13750,13785,0.37%,0.91%,2,951
2013-12-09,一,13788,13985,13735,13952,1.21%,1.81%,3,555
2013-12-10,二,14008,14120,13899,13919,-0.24%,1.58%,5,594
2013-12-11,三,13940,14180,13930,14098,1.29%,1.80%,4,352
2013-12-12,四,14067,14227,13967,14028,-0.50%,1.84%,4,356
2013-12-13,五,14016,14105,13940,14090,0.44%,1.18%,3,132
2013-12-16,一,14055,14175,14029,14045,-0.32%,1.04%,3,138
2013-12-17,二,14026,14140,13973,14128,0.59%,1.19%,3,141
2013-12-18,三,14101,14182,14050,14120,-0.06%,0.93%,2,471
2013-12-19,四,14110,14225,14020,14225,0.74%,1.45%,4,077
2013-12-20,五,14225,14451,14191,14451,1.59%,1.83%,4,681
2013-12-23,一,14450,14479,14289,14295,-1.08%,1.31%,3,410
2013-12-24,二,14300,14389,14108,14220,-0.52%,1.97%,1,932
2013-12-25,三,14300,14389,14108,14220,0.00%,1.98%,0
2013-12-26,四,14300,14389,14108,14220,0.00%,1.98%,0
2013-12-27,五,14165,14360,14150,14197,-0.16%,1.48%,2,741
2013-12-30,一,14186,14300,13991,14088,-0.77%,2.18%,2,709
2013-12-31,二,14125,14125,13890,13967,-0.86%,1.67%,2,795
2014-01-02,四,13980,14099,13792,13995,0.20%,2.20%,3,929
2014-01-03,五,14000,14000,13800,13870,-0.89%,1.43%,3,292
2014-01-06,一,13830,13895,13550,13580,-2.09%,2.49%,5,076
2014-01-07,二,13578,13640,13457,13519,-0.45%,1.35%,4,815
2014-01-08,三,13577,13577,13450,13519,0.00%,0.94%,3,987
2014-01-09,四,13490,13497,13334,13413,-0.78%,1.21%,4,413
2014-01-10,五,13380,13850,13380,13831,3.12%,3.50%,4,879
2014-01-13,一,14120,14253,13929,14221,2.82%,2.34%,6,440
2014-01-14,二,14212,14400,14182,14348,0.89%,1.53%,4,491
2014-01-15,三,14334,14622,14224,14519,1.19%,2.77%,5,398
2014-01-16,四,14520,14725,14510,14615,0.66%,1.48%,5,411
2014-01-17,五,14595,14750,14480,14499,-0.79%,1.85%,5,499
2014-01-20,一,14526,14597,14316,14583,0.58%,1.94%,3,944
2014-01-21,二,14556,14755,14430,14749,1.14%,2.23%,4,610
2014-01-22,三,14726,14815,14668,14796,0.32%,1.00%,4,176
2014-01-23,四,14798,14825,14419,14590,-1.39%,2.74%,6,540
2014-01-24,五,14590,14675,14400,14490,-0.69%,1.88%,3,862
2014-01-27,一,14450,14450,14103,14120,-2.55%,2.39%,4,762
2014-01-28,二,14122,14325,14120,14146,0.18%,1.45%,3,053
2014-01-29,三,14183,14279,13950,14000,-1.03%,2.33%,4,879
2014-01-30,四,14000,14001,13807,13816,-1.31%,1.39%,3,485
2014-01-31,五,13815,14067,13650,14019,1.47%,3.02%,4,554
2014-02-03,一,14013,14048,13805,13815,-1.46%,1.73%,2,832
2014-02-04,二,13841,13992,13723,13845,0.22%,1.95%,3,404
2014-02-05,三,13845,14011,13760,13813,-0.23%,1.81%,4,550
2014-02-06,四,13815,14066,13775,13965,1.10%,2.11%,4,392
2014-02-07,五,13975,14170,13929,14154,1.35%,1.73%,5,529
